,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
11657,Address: 990 Rutland Street, San FranciscoSales price: 569000Sales date: 10/11/2013Bedrooms: 0Square feet: 1000Lot size: 1873,990 Rutland St,1.0,3.0,1200.0,10/11/2013,569000.0,37.710093,-122.408786,Visitacion Valley,6.0,SingleFamily,1940.0,711949.0,"690,400",94134.0,15175337.0
11658,Address: 766 Harrison Street #707, San FranciscoSales price: 350000Sales date: 10/10/2013Bedrooms: 0Square feet: 244Lot size: 6880,766 Harrison St UNIT 707,1.0,0.0,244.0,10/10/2013,350000.0,37.78165,-122.399116,Yerba Buena,2.0,Condominium,2008.0,715261.0,"993,200",94107.0,111933556.0
11660,Address: 146 Ramsell Street, San FranciscoSales price: 660000Sales date: 10/10/2013Bedrooms: 0Square feet: 1081Lot size: 2495,146 Ramsell St,1.0,3.0,1081.0,10/10/2013,660000.0,37.713371,-122.465911,Ingleside Heights,5.0,SingleFamily,1945.0,650064.0,"688,100",94132.0,15195002.0
11661,Address: 416 Molimo Drive, San FranciscoSales price: 735000Sales date: 10/10/2013Bedrooms: 0Square feet: 1087Lot size: 2752,416 Molimo Dr,1.0,2.0,1087.0,10/10/2013,735000.0,37.738178,-122.451133,Miraloma Park,5.0,SingleFamily,1948.0,1041796.0,"1,227,600",94127.0,15134810.0
11663,Address: 229 Brannan Street #3H, San FranciscoSales price: 855000Sales date: 10/10/2013Bedrooms: 1Square feet: 927Lot size: 82966,229 Brannan St UNIT 3H,1.0,1.0,927.0,01/09/2015,920000.0,37.782575,-122.390364,South Beach,4.0,Condominium,2001.0,1133526.0,"1,269,100",94107.0,59779901.0
11665,Address: 88 Townsend Street, San FranciscoSales price: 985000Sales date: 10/10/2013Bedrooms: 1Square feet: 1361Lot size: 22427,88 Townsend St,1.0,1.0,797.0,03/28/2014,175000.0,37.781166,-122.390693,South Beach,2.0,SingleFamily,2004.0,1191646.0,"1,269,100",94107.0,80738291.0
11666,Address: 146 Faith Street, San FranciscoSales price: 1020000Sales date: 10/10/2013Bedrooms: 3Square feet: 1526Lot size: 1750,146 Faith St,2.0,3.0,1526.0,10/10/2013,1020000.0,37.744435,-122.406746,Bernal Heights,5.0,SingleFamily,1992.0,1786925.0,"1,214,400",94110.0,15160890.0
11668,Address: 1832 Broderick Street, San FranciscoSales price: 1285000Sales date: 10/10/2013Bedrooms: 0Square feet: 1653Lot size: 3034,1832 Broderick St,2.0,3.0,1653.0,01/19/2016,208000.0,37.78744,-122.44172,Lower Pacific Heights,10.0,Condominium,1910.0,1752447.0,"1,146,900",94115.0,15082593.0
11669,Address: 312 Locust Street, San FranciscoSales price: 1860000Sales date: 10/10/2013Bedrooms: 3Square feet: 1155Lot size: 4057,312 Locust St,2.0,3.0,1155.0,10/16/2014,1925000.0,37.78823,-122.4519,Presidio Heights,8.0,Condominium,1910.0,2428480.0,"5,244,900",94118.0,15082251.0
11671,Address: 423 Waller Street #5, San FranciscoSales price: 489000Sales date: 10/09/2013Bedrooms: 1Square feet: 588Lot size: 2982,423 Waller St APT 5,1.0,1.0,588.0,10/09/2013,489000.0,37.770852,-122.430732,Hayes Valley,2.0,Condominium,1965.0,709979.0,"1,202,900",94117.0,15079328.0
11672,Address: 1734 McKinnon Avenue, San FranciscoSales price: 550000Sales date: 10/09/2013Bedrooms: 0Square feet: 1064Lot size: 2495,1734 Mckinnon Ave,3.0,4.0,1064.0,10/09/2013,550000.0,37.737505,-122.391594,Bayview,5.0,SingleFamily,1925.0,710799.0,"719,000",94124.0,15156029.0
11673,Address: 3120 Franklin Street #1, San FranciscoSales price: 680000Sales date: 10/09/2013Bedrooms: 0Square feet: 0Lot size: 0,3120 Franklin St APT 1,1.0,1.0,763.0,10/09/2013,680000.0,37.80341,-122.426308,Marina,3.0,Condominium,1924.0,974920.0,"2,157,700",94123.0,122064124.0
11674,Address: 3430 Moraga Street, San FranciscoSales price: 700000Sales date: 10/09/2013Bedrooms: 0Square feet: 1025Lot size: 1873,3430 Moraga St,2.0,3.0,1400.0,10/09/2013,700000.0,37.755302,-122.499697,Outer Sunset,6.0,SingleFamily,1940.0,1081604.0,"1,030,300",94122.0,15108468.0
11676,Address: 371 Delano Avenue, San FranciscoSales price: 728000Sales date: 10/09/2013Bedrooms: 3Square feet: 1350Lot size: 2021,371 Delano Ave,3.0,4.0,1350.0,10/09/2013,728000.0,37.723415,-122.442776,Mission Terrace,6.0,SingleFamily,1967.0,1123513.0,"986,000",94112.0,15141395.0
11679,Address: 1945 Washington Street #203, San FranciscoSales price: 915000Sales date: 10/09/2013Bedrooms: 2Square feet: 943Lot size: 17557,1945 Washington St APT 203,2.0,2.0,943.0,10/09/2013,915000.0,37.792472,-122.425281,Pacific Heights,4.0,Condominium,1987.0,1200867.0,"1,884,400",94109.0,15074138.0
11680,Address: 1254 Washington Street #1234, San FranciscoSales price: 947500Sales date: 10/09/2013Bedrooms: 2Square feet: 1280Lot size: 5813,1254 Washington St # 1234,2.0,3.0,1280.0,10/09/2013,947500.0,37.794385,-122.413805,Nob Hill,6.0,Condominium,1913.0,1152801.0,"1,440,700",94108.0,15067508.0
11681,Address: 860 Head Street, San FranciscoSales price: 1150000Sales date: 10/09/2013Bedrooms: 4Square feet: 2104Lot size: 6039,860 Head St,2.0,4.0,1600.0,10/09/2013,1150000.0,37.722336,-122.463182,Ingleside Terrace,7.0,SingleFamily,1923.0,1485936.0,"1,621,200",94132.0,15187655.0
11682,Address: 1721 Noe Street, San FranciscoSales price: 1333000Sales date: 10/09/2013Bedrooms: 2Square feet: 1417Lot size: 2012,1721 Noe St,2.5,2.0,1417.0,10/09/2013,1333000.0,37.74146,-122.430696,Glen Park,7.0,SingleFamily,1936.0,1898438.0,"1,628,900",94131.0,15183636.0
11683,Address: 3993 Cesar Chavez Street, San FranciscoSales price: 1600000Sales date: 10/09/2013Bedrooms: 2Square feet: 1450Lot size: 1485,3993 Cesar Chavez St,1.0,2.0,1450.0,10/09/2013,1600000.0,37.747406,-122.42898,Noe Valley,6.0,SingleFamily,1908.0,1792642.0,"1,751,900",94131.0,15182028.0
11684,Address: 58 Collingwood Street #3, San FranciscoSales price: 1630000Sales date: 10/09/2013Bedrooms: 3Square feet: 1704Lot size: 3083,58 Collingwood St # 3,3.0,3.0,1704.0,10/09/2013,1630000.0,37.761468,-122.436496,Eureka Valley - Dolores Heights - Castro,6.0,Condominium,1906.0,1555550.0,"1,718,500",94114.0,69819070.0
11685,Address: 3885 20th Street, San FranciscoSales price: 1700000Sales date: 10/09/2013Bedrooms: 0Square feet: 0Lot size: 0,3885 20th St,2.0,3.0,1304.0,10/09/2013,1700000.0,37.758044,-122.427598,Eureka Valley - Dolores Heights - Castro,6.0,Condominium,1924.0,1512918.0,"1,718,500",94114.0,122064246.0
11686,Address: 1980 Vallejo Street #5, San FranciscoSales price: 2850000Sales date: 10/09/2013Bedrooms: 0Square feet: 2718Lot size: 9323,1980 Vallejo St APT 5,3.0,3.0,2718.0,10/09/2013,2850000.0,37.796172,-122.429983,Pacific Heights,7.0,Condominium,1926.0,4351629.0,"1,884,400",94123.0,15072292.0
11687,Address: 475 Tehama Street #301, San FranciscoSales price: 537000Sales date: 10/08/2013Bedrooms: 1Square feet: 577Lot size: 4000,475 Tehama St UNIT 301,1.0,1.0,577.0,10/08/2013,537000.0,37.779666,-122.405891,South of Market,3.0,Condominium,2005.0,764674.0,"957,300",94103.0,64972467.0
11689,Address: 1816 23rd Street, San FranciscoSales price: 535000Sales date: 10/08/2013Bedrooms: 1Square feet: 1134Lot size: 6825,1816 23rd St,1.0,2.0,1134.0,10/08/2013,535000.0,37.754995,-122.39811,Potrero Hill,4.0,Condominium,1988.0,1090214.0,"1,264,000",94107.0,15151707.0
11691,Address: 30 Miller Place #1, San FranciscoSales price: 1615000Sales date: 10/08/2013Bedrooms: 2Square feet: 1782Lot size: 2461,30 Miller Pl APT 1,2.0,2.0,1782.0,10/08/2013,1615000.0,37.79341,-122.408948,Nob Hill,5.0,Condominium,1963.0,2724069.0,"1,440,700",94108.0,15068154.0
11692,Address: 2701 Van Ness Avenue #503, San FranciscoSales price: 505000Sales date: 10/08/2013Bedrooms: 0Square feet: 551Lot size: 11915,2701 Van Ness Ave APT 503,1.0,1.0,551.0,10/08/2013,505000.0,37.800573,-122.424849,Cow Hollow,2.0,Condominium,1929.0,639653.0,"2,134,300",94109.0,15071048.0
11693,Address: 66 Cleary Court #1106, San FranciscoSales price: 615000Sales date: 10/08/2013Bedrooms: 2Square feet: 1099Lot size: 65376,66 Cleary Ct APT 1106,2.0,3.0,1099.0,10/08/2013,615000.0,37.784347,-122.426971,Western Addition,5.0,Condominium,1963.0,891829.0,"971,300",94109.0,111930081.0
11696,Address: 3627 19th Street, San FranciscoSales price: 1075000Sales date: 10/08/2013Bedrooms: 2Square feet: 1030Lot size: 3206,3627 19th St,1.0,2.0,1030.0,10/08/2013,1075000.0,37.75966,-122.424312,Mission,6.0,Condominium,1907.0,1130445.0,"1,167,700",94110.0,53153454.0
11697,Address: 1134 Castro Street, San FranciscoSales price: 1150000Sales date: 10/08/2013Bedrooms: 0Square feet: 2278Lot size: 2495,1134 Castro St,1.0,1.0,1200.0,10/08/2013,1150000.0,37.752373,-122.434504,Noe Valley,8.0,Townhouse,1886.0,1530338.0,"1,751,900",94114.0,15131614.0
11699,Address: 2006 32nd Avenue, San FranciscoSales price: 665000Sales date: 10/08/2013Bedrooms: 0Square feet: 800Lot size: 1746,2006 32nd Ave,1.0,2.0,800.0,10/08/2013,665000.0,37.749693,-122.489882,Parkside,4.0,SingleFamily,1943.0,849078.0,"1,094,000",94116.0,15116150.0
11700,Address: 2239 45th Avenue, San FranciscoSales price: 800000Sales date: 10/08/2013Bedrooms: 0Square feet: 1345Lot size: 2996,2239 45th Ave,3.0,2.0,1345.0,10/08/2013,800000.0,37.744779,-122.504087,Outer Parkside,5.0,SingleFamily,1927.0,1050129.0,"982,900",94116.0,15118518.0
11701,Address: 222 Hermann Street, San FranciscoSales price: 1050000Sales date: 10/08/2013Bedrooms: 2Square feet: 1043Lot size: 0,222 Hermann St,2.0,2.0,1043.0,10/08/2013,1050000.0,37.770584,-122.428963,Hayes Valley,5.0,Condominium,1892.0,1081514.0,"1,202,900",94117.0,119653478.0
11702,Address: 2001 McAllister Street #109, San FranciscoSales price: 590000Sales date: 10/08/2013Bedrooms: 2Square feet: 632Lot size: 98109,2001 Mcallister St APT 109,1.0,1.0,632.0,10/08/2013,590000.0,37.776385,-122.4457,North Panhandle,4.0,MultiFamily2To4,2002.0,732843.0,"1,211,900",94118.0,60206957.0
11703,Address: 182 8th Avenue, San FranciscoSales price: 1100000Sales date: 10/08/2013Bedrooms: 0Square feet: 1400Lot size: 2065,182 8th Ave,2.0,2.0,1575.0,10/08/2013,1100000.0,37.785143,-122.466459,Lake,8.0,Condominium,1914.0,1396472.0,"2,202,400",94118.0,15089729.0
11704,Address: 601 42nd Avenue, San FranciscoSales price: 800000Sales date: 10/08/2013Bedrooms: 4Square feet: 2770Lot size: 2700,601 42nd Ave,3.0,4.0,2770.0,10/08/2013,800000.0,37.777171,-122.50307,Outer Richmond,9.0,SingleFamily,1923.0,1502315.0,"1,187,700",94121.0,15096192.0
11705,Address: 466 39th Avenue, San FranciscoSales price: 850000Sales date: 10/08/2013Bedrooms: 3Square feet: 2013Lot size: 3000,466 39th Ave,1.0,3.0,2013.0,10/08/2013,850000.0,37.780095,-122.499452,Outer Richmond,7.0,SingleFamily,1925.0,1946498.0,"1,187,700",94121.0,15092524.0
11706,Address: 259 32nd Avenue, San FranciscoSales price: 1927000Sales date: 10/08/2013Bedrooms: 0Square feet: 2141Lot size: 2861,259 32nd Ave,1.5,3.0,2141.0,10/08/2013,1927000.0,37.784356,-122.492869,Sea Cliff,6.0,SingleFamily,1907.0,3373862.0,"4,400,200",94121.0,15090617.0
11707,Address: 250 32nd Avenue, San FranciscoSales price: 2408000Sales date: 10/08/2013Bedrooms: 4Square feet: 2540Lot size: 2996,250 32nd Ave,2.0,4.0,2540.0,10/08/2013,2408000.0,37.784454,-122.492245,Sea Cliff,8.0,SingleFamily,1911.0,4695009.0,"4,400,200",94121.0,15090596.0
11709,Address: 1510 22nd Avenue, San FranciscoSales price: 800000Sales date: 10/08/2013Bedrooms: 0Square feet: 1055Lot size: 2060,1510 22nd Ave,1.0,3.0,1055.0,10/08/2013,800000.0,37.759426,-122.479793,Central Sunset,5.0,SingleFamily,1925.0,921639.0,"1,111,300",94122.0,15106810.0
11710,Address: 59 Rico Way, San FranciscoSales price: 1692000Sales date: 10/08/2013Bedrooms: 0Square feet: 1675Lot size: 2500,59 Rico Way,1.5,3.0,1675.0,12/21/2015,2550000.0,37.804909,-122.43965,Marina,6.0,SingleFamily,1925.0,3186829.0,"2,157,700",94123.0,15069883.0
11711,Address: 1980 Vallejo Street #2, San FranciscoSales price: 2725000Sales date: 10/08/2013Bedrooms: 0Square feet: 2718Lot size: 9323,1980 Vallejo St APT 2,3.0,4.0,2718.0,10/08/2013,2725000.0,37.796172,-122.429983,Pacific Heights,7.0,Condominium,1926.0,4336950.0,"1,884,400",94123.0,15072289.0
11712,Address: 1203 Bosworth Street, San FranciscoSales price: 950000Sales date: 10/08/2013Bedrooms: 0Square feet: 825Lot size: 2234,1203 Bosworth St,2.0,2.0,1039.0,10/08/2013,950000.0,37.735219,-122.441103,Glen Park,6.0,SingleFamily,1926.0,1265095.0,"1,628,900",94131.0,15184500.0
11713,Address: 53 Everson Street, San FranciscoSales price: 1739000Sales date: 10/08/2013Bedrooms: 3Square feet: 2265Lot size: 5134,53 Everson St,3.0,5.0,2865.0,10/08/2013,1739000.0,37.738291,-122.430418,Glen Park,11.0,SingleFamily,1964.0,3117349.0,"1,628,900",94131.0,15200245.0
11714,Address: 720 York Street #217, San FranciscoSales price: 511000Sales date: 10/07/2013Bedrooms: 0Square feet: 552Lot size: 21729,720 York St UNIT 217,1.0,1.0,552.0,10/12/2013,511000.0,37.759831,-122.409205,Mission,2.0,Condominium,1999.0,742908.0,"1,167,700",94110.0,15150086.0
11715,Address: 230 North Lake Merced Hills #3A, San FranciscoSales price: 520000Sales date: 10/07/2013Bedrooms: 0Square feet: 1242Lot size: 10840,230 N Lake Merced Hls APT 3A,2.0,2.0,1242.0,10/07/2013,520000.0,37.713202,-122.481964,Lakeshore,4.0,Condominium,1975.0,730553.0,"1,237,900",94132.0,15198549.0
11716,Address: 615 Lisbon Street, San FranciscoSales price: 610000Sales date: 10/07/2013Bedrooms: 0Square feet: 840Lot size: 2500,615 Lisbon St,2.0,2.0,840.0,10/07/2013,610000.0,37.718492,-122.435914,Excelsior,4.0,SingleFamily,1906.0,679072.0,"757,400",94112.0,15176327.0
11718,Address: 405 Dolores Street #301, San FranciscoSales price: 1250000Sales date: 10/07/2013Bedrooms: 2Square feet: 981Lot size: 1875,405 Dolores St # 301,2.0,2.0,981.0,10/07/2013,1250000.0,37.762855,-122.425868,Mission,4.0,Condominium,1994.0,1191011.0,"1,167,700",94110.0,15144125.0
11719,Address: 514 Precita Avenue, San FranciscoSales price: 1255000Sales date: 10/07/2013Bedrooms: 2Square feet: 1303Lot size: 2609,514 Precita Ave,1.0,2.0,1303.0,10/07/2013,1255000.0,37.747026,-122.410203,Bernal Heights,5.0,SingleFamily,1923.0,1150198.0,"1,214,400",94110.0,15159859.0
11720,Address: 200 Dolores Street #4, San FranciscoSales price: 1603000Sales date: 10/07/2013Bedrooms: 0Square feet: 0Lot size: 0,200 Dolores St # 4,2.0,2.0,1394.0,10/07/2013,1603000.0,37.766119,-122.426642,Mission,5.0,Condominium,2014.0,1812327.0,"1,167,700",94103.0,122063849.0
11722,Address: 1638 Quesada Avenue, San FranciscoSales price: 525000Sales date: 10/04/2013Bedrooms: 0Square feet: 1126Lot size: 2500,1638 Quesada Ave,1.0,2.0,1126.0,10/04/2013,525000.0,37.732919,-122.390179,Bayview,5.0,SingleFamily,1927.0,644693.0,"719,000",94124.0,15156551.0
11723,Address: 34 Francis Street, San FranciscoSales price: 605000Sales date: 10/04/2013Bedrooms: 2Square feet: 900Lot size: 2500,34 Francis St,1.0,2.0,900.0,10/04/2013,605000.0,37.72716,-122.434049,Mission Terrace,4.0,SingleFamily,1904.0,822824.0,"986,000",94112.0,15186707.0
11725,Address: 2401 44th Avenue #4, San FranciscoSales price: 700000Sales date: 10/04/2013Bedrooms: 2Square feet: 1210Lot size: 5750,2401 44th Ave UNIT 4,2.0,2.0,1210.0,10/04/2013,700000.0,37.741615,-122.502677,Outer Parkside,5.0,Condominium,2008.0,789168.0,"982,900",94116.0,89236521.0
11727,Address: 829 Folsom Street #800, San FranciscoSales price: 725000Sales date: 10/04/2013Bedrooms: 0Square feet: 812Lot size: 10313,829 Folsom St UNIT 800,1.0,1.0,812.0,10/04/2013,725000.0,37.781154,-122.401649,Yerba Buena,3.0,Condominium,2010.0,922892.0,"993,200",94107.0,119638864.0
11728,Address: 1700 Gough Street #39, San FranciscoSales price: 730000Sales date: 10/04/2013Bedrooms: 2Square feet: 640Lot size: 11172,1700 Gough St # 39,2.0,2.0,640.0,10/04/2013,730000.0,37.789305,-122.42523,Van Ness - Civic Center,4.0,Condominium,1980.0,618065.0,"839,200",94109.0,15075043.0
11729,Address: 921 Prague Street, San FranciscoSales price: 780000Sales date: 10/04/2013Bedrooms: 3Square feet: 2220Lot size: 3114,921 Prague St,3.0,3.0,2220.0,10/04/2013,780000.0,37.709908,-122.435397,Crocker Amazon,7.0,SingleFamily,1925.0,1101291.0,"817,600",94112.0,15178278.0
11730,Address: 1540 Lombard Street #J, San FranciscoSales price: 825000Sales date: 10/04/2013Bedrooms: 2Square feet: 866Lot size: 7582,1540 Lombard St APT J,1.0,2.0,866.0,10/04/2013,825000.0,37.801322,-122.42702,Marina,5.0,Condominium,1947.0,1052911.0,"2,157,700",94123.0,64971847.0
11731,Address: 225 17th Avenue, San FranciscoSales price: 860000Sales date: 10/04/2013Bedrooms: 2Square feet: 1628Lot size: 3000,225 17th Ave,1.5,2.0,1628.0,10/04/2013,860000.0,37.783783,-122.476734,Central Richmond,6.0,SingleFamily,1915.0,1686163.0,"1,480,400",94121.0,15091084.0
11732,Address: 2009 Divisadero Street #3A, San FranciscoSales price: 890000Sales date: 10/04/2013Bedrooms: 2Square feet: 969Lot size: 9243,2009 Divisadero St APT 3A,2.0,2.0,969.0,10/04/2013,890000.0,37.78829,-122.44083,Pacific Heights,5.0,Condominium,1987.0,1052302.0,"1,884,400",94115.0,15082533.0
11733,Address: 55 Hernandez Avenue, San FranciscoSales price: 950000Sales date: 10/04/2013Bedrooms: 0Square feet: 1330Lot size: 3497,55 Hernandez Ave,1.0,2.0,1330.0,10/04/2013,950000.0,37.745311,-122.455873,Forest Hill Extension,5.0,SingleFamily,1928.0,1420053.0,"1,657,500",94127.0,15133456.0
11734,Address: 88 Hoff Street #109, San FranciscoSales price: 975000Sales date: 10/04/2013Bedrooms: 3Square feet: 1091Lot size: 10651,88 Hoff St APT 109,1.5,1.0,1091.0,10/04/2013,975000.0,37.763907,-122.420719,Mission,6.0,Condominium,1999.0,856994.0,"1,167,700",94110.0,15143891.0
11735,Address: 394 Elizabeth Street, San FranciscoSales price: 1000000Sales date: 10/04/2013Bedrooms: 3Square feet: 1200Lot size: 2267,394 Elizabeth St,2.0,2.0,1200.0,10/04/2013,1000000.0,37.752411,-122.429434,Noe Valley,5.0,Condominium,1906.0,1428372.0,"1,751,900",94114.0,15147167.0
11737,Address: 338 Spear Street #10E, San FranciscoSales price: 1100000Sales date: 10/04/2013Bedrooms: 0Square feet: 0Lot size: 76210,338 Spear St UNIT 10E,2.0,2.0,1147.0,10/04/2013,1100000.0,37.789533,-122.390371,South Beach,7.0,Condominium,2009.0,1512835.0,"1,269,100",94105.0,89238995.0
11738,Address: 30 Molimo Drive, San FranciscoSales price: 1185000Sales date: 10/04/2013Bedrooms: 3Square feet: 1942Lot size: 3711,30 Molimo Dr,2.0,3.0,1949.0,10/04/2013,1185000.0,37.736668,-122.446579,Miraloma Park,12.0,SingleFamily,1940.0,1567052.0,"1,227,600",94127.0,15136073.0
11739,Address: 1419 Clay Street, San FranciscoSales price: 1200000Sales date: 10/04/2013Bedrooms: 3Square feet: 1510Lot size: 2639,1419 Clay St,2.0,3.0,1510.0,10/04/2013,1200000.0,37.792913,-122.416512,Nob Hill,8.0,Condominium,1907.0,1805175.0,"1,440,700",94109.0,117672625.0
11743,Address: 860 36th Avenue, San FranciscoSales price: 1365000Sales date: 10/04/2013Bedrooms: 7Square feet: 3996Lot size: 3000,860-864 36TH Ave,5.0,7.0,3996.0,10/04/2013,1365000.0,37.772745,-122.495693,Outer Richmond,14.0,MultiFamily2To4,1973.0,1934143.0,"1,187,700",94121.0,15099996.0
11744,Address: 515 Kansas Street, San FranciscoSales price: 1380000Sales date: 10/04/2013Bedrooms: 2Square feet: 1150Lot size: 2495,515 Kansas St,2.0,2.0,1150.0,10/04/2013,1380000.0,37.763204,-122.403079,Potrero Hill,5.0,SingleFamily,1927.0,1774122.0,"1,264,000",94107.0,15149113.0
11745,Address: 581 27th Street, San FranciscoSales price: 1430000Sales date: 10/04/2013Bedrooms: 0Square feet: 912Lot size: 2538,581 27th St,2.0,3.0,1562.0,10/04/2013,1430000.0,37.746302,-122.433098,Noe Valley,6.0,Condominium,1908.0,1553840.0,"1,751,900",94131.0,15182307.0
11750,Address: 2313 Jones Street, San FranciscoSales price: 2000000Sales date: 10/04/2013Bedrooms: 0Square feet: 3696Lot size: 2056,2313-2315 Jones St,3.5,4.0,3696.0,10/04/2013,2000000.0,37.802625,-122.416614,Russian Hill,10.0,MultiFamily2To4,1936.0,4249338.0,"1,608,800",94133.0,15064522.0
11752,Address: 3150 Buchanan Street, San FranciscoSales price: 3600000Sales date: 10/04/2013Bedrooms: 0Square feet: 1370Lot size: 2304,3150 Buchanan St,3.0,4.0,3200.0,10/04/2013,3600000.0,37.799126,-122.432262,Cow Hollow,4.0,SingleFamily,2013.0,4903420.0,"2,134,300",94123.0,15071417.0
11754,Address: 168 Caine Avenue, San FranciscoSales price: 540000Sales date: 10/03/2013Bedrooms: 0Square feet: 375Lot size: 2495,168 Caine Ave,2.0,3.0,400.0,10/03/2013,540000.0,37.715514,-122.452392,Oceanview,4.0,SingleFamily,1911.0,637134.0,"752,700",94112.0,15192590.0
11755,Address: 1168 Bowdoin Street, San FranciscoSales price: 580000Sales date: 10/03/2013Bedrooms: 3Square feet: 924Lot size: 3000,1168 Bowdoin St,1.0,3.0,924.0,10/03/2013,580000.0,37.721325,-122.408971,Portola,5.0,SingleFamily,1951.0,852094.0,"891,600",94134.0,15172001.0
11756,Address: 1319 Gilman Avenue, San FranciscoSales price: 605000Sales date: 10/03/2013Bedrooms: 0Square feet: 1828Lot size: 2495,1319 Gilman Ave,1.5,3.0,1828.0,10/03/2013,605000.0,37.721437,-122.394323,Bayview,6.0,SingleFamily,1949.0,869906.0,"719,000",94124.0,15154540.0
